ID,Category
102,Pomengranate_Raw
103,Banana_Raw
104,Papaya_Raw
105,Apple_Ripe
106,Apple_Raw
107,Orange_Ripe
108,Apple_Ripe
109,Strawberry_Raw
110,Apple_Raw
111,Banana_Ripe
112,Strawberry_Raw
113,Papaya_Raw
114,Mango_Ripe
115,Papaya_Ripe
116,Papaya_Ripe
117,Orange_Ripe
118,Apple_Ripe
119,Papaya_Ripe
120,Mango_Ripe
121,Coconut_Raw
122,Leeche_Raw
123,Apple_Raw
124,Guava_Raw
125,Papaya_Raw
126,Orange_Ripe
127,Apple_Ripe
128,Strawberry_Ripe
129,Guava_Ripe
130,Coconut_Ripe
131,Orange_Raw
132,Papaya_Raw
133,Papaya_Raw
134,Strawberry_Ripe
135,Orange_Raw
136,Banana_Ripe
137,Mango_Raw
138,Mango_Ripe
139,Strawberry_Ripe
140,Coconut_Raw
141,Mango_Raw
142,Coconut_Raw
143,Guava_Raw
144,Banana_Ripe
145,Coconut_Raw
146,Pomengranate_Raw
147,Banana_Ripe
148,Mango_Ripe
149,Pomengranate_Raw
150,Mango_Ripe
151,Guava_Ripe
152,Strawberry_Ripe
153,Pomengranate_Ripe
154,Mango_Raw
155,Pomengranate_Raw
156,Pomengranate_Raw
157,Orange_Ripe
158,Orange_Ripe
159,Leeche_Ripe
160,Coconut_Ripe
161,Strawberry_Raw
162,Leeche_Ripe
163,Coconut_Ripe
164,Mango_Raw
165,Apple_Ripe
166,Orange_Raw
167,Pomengranate_Raw
168,Apple_Raw
169,Mango_Raw
170,Banana_Ripe
171,Coconut_Raw
172,Apple_Ripe
173,Banana_Ripe
174,Mango_Raw
175,Leeche_Raw
176,Pomengranate_Ripe
177,Orange_Raw
178,Pomengranate_Raw
179,Strawberry_Raw
180,Banana_Raw
181,Papaya_Ripe
182,Banana_Raw
183,Mango_Ripe
184,Strawberry_Ripe
185,Banana_Ripe
186,Banana_Raw
187,Strawberry_Raw
188,Coconut_Raw
189,Papaya_Raw
190,Guava_Ripe
191,Guava_Raw
192,Apple_Raw
193,Papaya_Ripe
194,Coconut_Raw
195,Banana_Ripe
196,Apple_Ripe
197,Papaya_Ripe
198,Pomengranate_Raw
199,Strawberry_Ripe
200,Strawberry_Ripe
201,Banana_Ripe
202,Leeche_Ripe
203,Orange_Raw
204,Guava_Raw
205,Banana_Raw
206,Mango_Ripe
207,Banana_Ripe
208,Banana_Ripe
209,Leeche_Ripe
210,Strawberry_Ripe
211,Strawberry_Ripe
212,Pomengranate_Ripe
213,Strawberry_Ripe
214,Strawberry_Ripe
215,Banana_Ripe
216,Banana_Raw
217,Orange_Ripe
218,Strawberry_Raw
219,Mango_Raw
220,Orange_Raw
221,Coconut_Raw
222,Coconut_Ripe
223,Apple_Raw
224,Mango_Raw
225,Apple_Ripe
226,Strawberry_Ripe
227,Banana_Raw
228,Strawberry_Ripe
229,Leeche_Ripe
230,Mango_Ripe
231,Papaya_Raw
232,Leeche_Raw
233,Banana_Ripe
234,Strawberry_Raw
235,Guava_Ripe
236,Pomengranate_Raw
237,Mango_Ripe
238,Mango_Ripe
239,Guava_Ripe
240,Guava_Ripe
241,Coconut_Ripe
242,Apple_Ripe
243,Banana_Raw
244,Mango_Raw
245,Papaya_Ripe
246,Coconut_Raw
247,Banana_Raw
248,Guava_Raw
249,Orange_Raw
250,Mango_Ripe
251,Banana_Ripe
252,Guava_Ripe
253,Orange_Raw
254,Apple_Ripe
255,Apple_Ripe
256,Guava_Ripe
257,Orange_Raw
258,Banana_Raw
259,Papaya_Ripe
260,Orange_Ripe
261,Guava_Ripe
262,Guava_Ripe
263,Apple_Raw
264,Pomengranate_Raw
265,Mango_Ripe
266,Apple_Raw
267,Banana_Raw
268,Orange_Ripe
269,Orange_Ripe
270,Orange_Ripe
271,Banana_Ripe
272,Leeche_Ripe
273,Papaya_Ripe
274,Orange_Raw
275,Coconut_Raw
276,Apple_Ripe
277,Papaya_Ripe
278,Coconut_Raw
279,Strawberry_Raw
280,Leeche_Ripe
281,Mango_Ripe
282,Banana_Ripe
283,Strawberry_Ripe
284,Apple_Ripe
285,Mango_Raw
286,Papaya_Ripe
287,Papaya_Ripe
288,Strawberry_Ripe
289,Strawberry_Ripe
290,Banana_Raw
291,Apple_Raw
292,Strawberry_Raw
293,Papaya_Raw
294,Banana_Ripe
295,Strawberry_Raw
296,Strawberry_Ripe
297,Strawberry_Ripe
298,Banana_Raw
299,Apple_Raw
300,Strawberry_Ripe
301,Pomengranate_Raw
302,Orange_Ripe
303,Guava_Ripe
304,Apple_Ripe
305,Apple_Ripe
306,Pomengranate_Ripe
307,Strawberry_Ripe
308,Banana_Ripe
309,Apple_Ripe
310,Mango_Raw
311,Strawberry_Ripe
312,Pomengranate_Raw
313,Apple_Ripe
314,Orange_Raw
315,Apple_Raw
316,Coconut_Ripe
317,Strawberry_Ripe
318,Papaya_Ripe
319,Guava_Raw
320,Apple_Ripe
321,Apple_Raw
322,Strawberry_Raw
323,Strawberry_Raw
324,Guava_Raw
325,Strawberry_Raw
326,Apple_Ripe
327,Leeche_Ripe
328,Apple_Raw
329,Coconut_Ripe
330,Strawberry_Ripe
331,Orange_Ripe
332,Coconut_Ripe
333,Mango_Raw
334,Orange_Ripe
335,Pomengranate_Ripe
336,Guava_Ripe
337,Coconut_Raw
338,Pomengranate_Raw
339,Leeche_Ripe
340,Apple_Raw
341,Mango_Raw
342,Apple_Raw
343,Mango_Ripe
344,Mango_Raw
345,Banana_Raw
346,Guava_Ripe
347,Orange_Raw
348,Strawberry_Ripe
349,Pomengranate_Ripe
350,Coconut_Raw
351,Mango_Ripe
352,Pomengranate_Raw
353,Orange_Raw
354,Mango_Raw
355,Strawberry_Ripe
356,Mango_Raw
357,Strawberry_Raw
358,Banana_Ripe
359,Mango_Ripe
360,Orange_Raw
361,Leeche_Raw
362,Leeche_Ripe
363,Mango_Ripe
364,Pomengranate_Ripe
365,Coconut_Raw
366,Pomengranate_Raw
367,Coconut_Raw
368,Pomengranate_Ripe
369,Strawberry_Ripe
370,Orange_Raw
371,Orange_Raw
372,Orange_Raw
373,Papaya_Ripe
374,Coconut_Ripe
375,Banana_Ripe
376,Coconut_Raw
377,Coconut_Ripe
378,Apple_Raw
379,Mango_Ripe
380,Apple_Raw
381,Mango_Raw
382,Coconut_Raw
383,Orange_Raw
384,Pomengranate_Raw
385,Leeche_Ripe
386,Papaya_Raw
387,Strawberry_Raw
388,Apple_Ripe
389,Strawberry_Ripe
390,Banana_Ripe
391,Coconut_Raw
392,Guava_Ripe
393,Guava_Raw
394,Banana_Ripe
395,Strawberry_Raw
396,Banana_Raw
397,Papaya_Ripe
398,Apple_Raw
399,Strawberry_Ripe
400,Banana_Ripe
401,Strawberry_Ripe
402,Apple_Ripe
403,Mango_Ripe
404,Pomengranate_Ripe
405,Coconut_Raw
406,Papaya_Raw
407,Banana_Ripe
408,Mango_Raw
409,Mango_Raw
410,Orange_Ripe
411,Pomengranate_Raw
412,Banana_Ripe
413,Orange_Raw
414,Strawberry_Ripe
