ID,Category
208,Banana_Ripe
209,Leeche_Ripe
210,Strawberry_Ripe
211,Strawberry_Ripe
212,Pomengranate_Ripe
213,Strawberry_Ripe
214,Pomengranate_Ripe
215,Banana_Raw
216,Apple_Raw
217,Apple_Raw
218,Pomengranate_Raw
219,Apple_Ripe
220,Mango_Raw
221,Coconut_Ripe
222,Coconut_Ripe
223,Guava_Ripe
224,Mango_Ripe
225,Apple_Ripe
226,Strawberry_Ripe
227,Pomengranate_Raw
228,Strawberry_Ripe
229,Strawberry_Raw
230,Mango_Raw
231,Papaya_Ripe
232,Strawberry_Ripe
233,Papaya_Raw
234,Coconut_Raw
235,Papaya_Raw
236,Pomengranate_Raw
237,Mango_Ripe
238,Mango_Ripe
239,Guava_Ripe
240,Orange_Ripe
241,Papaya_Ripe
242,Pomengranate_Ripe
243,Leeche_Ripe
244,Mango_Raw
245,Apple_Raw
246,Apple_Ripe
247,Banana_Ripe
248,Guava_Raw
249,Papaya_Raw
250,Apple_Raw
251,Banana_Ripe
252,Leeche_Ripe
253,Pomengranate_Raw
254,Apple_Ripe
255,Leeche_Ripe
256,Guava_Ripe
257,Orange_Raw
258,Banana_Raw
259,Papaya_Ripe
260,Coconut_Raw
261,Leeche_Ripe
262,Coconut_Raw
263,Apple_Raw
264,Pomengranate_Raw
265,Mango_Raw
266,Mango_Raw
267,Banana_Ripe
268,Orange_Ripe
269,Pomengranate_Raw
270,Leeche_Ripe
271,Papaya_Raw
272,Papaya_Raw
273,Guava_Ripe
274,Mango_Raw
275,Coconut_Raw
276,Papaya_Ripe
277,Banana_Ripe
278,Strawberry_Ripe
279,Pomengranate_Raw
280,Leeche_Ripe
281,Apple_Ripe
282,Banana_Ripe
283,Strawberry_Ripe
284,Apple_Ripe
285,Apple_Raw
286,Papaya_Ripe
287,Papaya_Ripe
288,Strawberry_Ripe
289,Strawberry_Ripe
290,Banana_Raw
291,Guava_Ripe
292,Pomengranate_Ripe
293,Apple_Raw
294,Mango_Raw
295,Guava_Ripe
296,Strawberry_Ripe
297,Strawberry_Ripe
298,Coconut_Raw
299,Apple_Raw
300,Leeche_Ripe
301,Pomengranate_Raw
302,Guava_Raw
303,Guava_Raw
304,Leeche_Raw
305,Pomengranate_Ripe
306,Pomengranate_Ripe
307,Strawberry_Ripe
308,Banana_Ripe
309,Apple_Ripe
310,Mango_Raw
311,Apple_Raw
312,Pomengranate_Raw
313,Orange_Ripe
314,Papaya_Raw
315,Mango_Raw
316,Guava_Ripe
317,Strawberry_Ripe
318,Papaya_Ripe
319,Guava_Ripe
320,Pomengranate_Ripe
321,Coconut_Raw
322,Strawberry_Raw
323,Guava_Raw
324,Guava_Raw
325,Strawberry_Raw
326,Pomengranate_Ripe
327,Leeche_Ripe
328,Orange_Ripe
329,Mango_Raw
330,Strawberry_Ripe
331,Guava_Raw
332,Mango_Raw
333,Pomengranate_Ripe
334,Coconut_Ripe
335,Pomengranate_Ripe
336,Orange_Raw
337,Orange_Ripe
338,Pomengranate_Raw
339,Pomengranate_Ripe
340,Apple_Raw
341,Mango_Raw
342,Apple_Raw
343,Guava_Ripe
344,Papaya_Ripe
345,Banana_Raw
346,Papaya_Raw
347,Banana_Raw
348,Strawberry_Ripe
349,Pomengranate_Ripe
350,Coconut_Raw
351,Mango_Ripe
352,Pomengranate_Raw
353,Papaya_Ripe
354,Guava_Ripe
355,Strawberry_Ripe
356,Orange_Raw
357,Coconut_Ripe
358,Banana_Raw
359,Pomengranate_Ripe
360,Apple_Raw
361,Pomengranate_Raw
362,Leeche_Ripe
363,Apple_Raw
364,Apple_Raw
365,Orange_Raw
366,Pomengranate_Raw
367,Leeche_Ripe
368,Pomengranate_Ripe
369,Strawberry_Ripe
370,Banana_Raw
371,Apple_Raw
372,Papaya_Raw
373,Orange_Raw
374,Papaya_Ripe
375,Papaya_Ripe
376,Pomengranate_Raw
377,Apple_Raw
378,Apple_Raw
379,Banana_Ripe
380,Apple_Ripe
381,Mango_Raw
382,Coconut_Raw
383,Guava_Raw
384,Pomengranate_Raw
385,Leeche_Ripe
386,Banana_Raw
387,Orange_Raw
388,Orange_Ripe
389,Coconut_Ripe
390,Mango_Raw
391,Mango_Ripe
392,Guava_Ripe
393,Guava_Raw
394,Banana_Ripe
395,Leeche_Raw
396,Banana_Raw
397,Papaya_Ripe
398,Pomengranate_Raw
399,Apple_Ripe
400,Apple_Raw
401,Orange_Ripe
402,Apple_Ripe
403,Leeche_Raw
404,Pomengranate_Ripe
405,Strawberry_Ripe
406,Coconut_Ripe
407,Banana_Ripe
408,Mango_Raw
409,Mango_Raw
410,Orange_Ripe
411,Apple_Raw
412,Banana_Ripe
413,Mango_Raw
414,Coconut_Raw
